artist_name,track_name,track_id,track_popularity,artist_id,artist_popularity,artist_genres,artist_followers
Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,83,4dpARuHxo51G3z768sgnrY,84,"['british soul', 'pop', 'pop soul', 'uk pop']",53177093
Rauw Alejandro,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,81,1mcTU81TzQhprhouKaTkpq,86,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",19901196
Bruno Mars,Smokin Out The Window,3xVZYkcuWalGudeKl861wb,76,0du5cEVh5yTK9QJze8zA0C,87,"['dance pop', 'pop']",52829147
Moneybagg Yo,Love It Here,0uiHv6ieCOkc9sE9ae3nDJ,72,3tJoFztHeIJkJWMrx0td2f,74,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",4203378
SleazyWorld Go,Sleazy Flow,5mt882Eqx22RwFOTE01jS8,70,7FOQfJbC3e4GNoheojERnF,62,['rva drill'],287407
The Kid LAROI,WITHOUT YOU,1KMkcUvF7m3SDChDOa7i5L,78,2tIP7SsRs7vjIcLrU85W8J,80,['australian hip hop'],4982947
Yeat,Gët Busy,0SHO7NVnp3U5NFc9YWkPCR,74,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi,80,1qto4hHid1P71emI6Fd8xi,76,"['bachata', 'bachata dominicana', 'latin hip hop', 'latin pop', 'tropical', 'urbano latino']",7662565
Drake,What’s Next,3aQem4jVGdhtg116TmJnHz,73,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Taylor Swift,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,77,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Cody Johnson,Human,5AihIu9yF3flkw1jFMyfwW,70,6zLBxLdl60ekBLpawtT63I,73,"['classic texas country', 'contemporary country']",1056610
Treaty Oak Revival,No Vacancy,3pVs5Zehts89WLyBPiYfxG,70,3444S3C4U9Ts86BnCtSPRV,63,['texas country'],63271
Carly Pearce,What He Didn't Do,5OLaVCAM2pqg7X9mAM2W8M,71,4sIl4BTo9l9KqEi0Y3RE72,62,"['contemporary country', 'country', 'country road']",373642
Kelly Clarkson,Christmas Isn't Canceled (Just You),4zHDuDQx8dcWVmVVtyIzRO,74,3BmGtnKgCSGYIUhmivXKWX,81,"['dance pop', 'pop', 'talent show']",10295637
Del Water Gap,Ode to a Conversation Stuck in Your Throat,51Lf3l6wx008NdBxCQnD6B,73,0xPoVNPnxIIUS1vrxAYV00,58,"['deep new americana', 'indie pop', 'pov: indie']",155557
grentperez,Cherry Wine,5o5WaO9pzPhXSGIrTIYVce,75,73BLwSX6gsNeVzS7DgI4xe,63,['bedroom r&b'],500085
Billie Eilish,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,79,6qqNVTkY8uBg9cP3Jd7DAH,87,"['art pop', 'pop']",90084481
42 Dugg,4 Da Gang (with Roddy Ricch),1mAey8kEPmDM2icL56kS9d,71,45gHcnDnMC15sgx3VL7ROG,70,"['detroit trap', 'southern hip hop', 'trap']",961348
Morgan Wallen,Dangerous,1MX19fnaW1OUQoglWTYaOo,71,4oUHIQIBe0LHzYfvXNW4QM,85,['contemporary country'],7951705
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,76,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
YBN Nahmir,Opp Stoppa (feat. 21 Savage),78p1rF7xx1snnaKxtUzBHn,72,3gGUMEwIX6XodWsYEvKSal,61,"['alabama rap', 'rap', 'trap']",3007252
Only The Family,Hellcats & Trackhawks,53tv6ZbyeAwfAUwFaxYbfO,71,3IaKn0ExWTMPqa0mscUYw3,64,['chicago rap'],418249
Clairo,Amoeba,0HAqq2GcQKyi3s87GuN7jU,73,3l0CmX0FuQjFxr8SK7Vqag,75,"['bedroom pop', 'indie pop', 'pov: indie']",4373664
PinkPantheress,I Must Apologise,2rrq3SGYxk90xLx5fMmPhZ,73,78rUTD7y6Cy67W1RVzYs7t,76,['bedroom pop'],2768239
Eric Church,Hell Of A View,4mXGooManGPH6xAWRAtRJU,71,2IvkS5MXK0vPGnwyJsrEyV,70,"['contemporary country', 'country', 'country road', 'modern country rock']",3847043
Ryan Mack,Overwhelmed (Ryan Mack Remix),03eyNjBM2mpx28H6kdaufN,77,5LGo1zHegJTWzqVXgeNplt,63,"['irish pop', 'singer-songwriter pop']",269755
Tory Lanez,And This is Just The Intro,4sMmYKC0ot3GTbl2RzHw7T,73,2jku7tDXc6XoB6MO2hFuqg,80,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",6253762
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,80,7jVv8c5Fj3E9VhNjxT4snq,75,['lgbtq+ hip hop'],12469145
Taylor Swift,champagne problems,1gcyHQpBQ1lfXGdhZmWrHP,75,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Drake,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,73,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Yeat,Turban,6Rxs3rW1SNNBZRrRckwU81,74,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,75,5K4W6rqBFWDnAN6FQUkS6x,90,"['chicago rap', 'hip hop', 'rap']",22720443
MisterWives,Jingle Bell Rock -Spotify Singles Holiday,7Ao5aouOwI94DuwcXa5X1i,73,5ivCbtrcD5N4rD337xIb2z,56,"['indie poptimism', 'modern rock', 'nyc pop', 'shimmer pop']",439977
Adele,Oh My God,3Kkjo3cT83cw09VJyrLNwX,80,4dpARuHxo51G3z768sgnrY,84,"['british soul', 'pop', 'pop soul', 'uk pop']",53177093
Joyner Lucas,Ramen & OJ,4TIqzdAssasqx3DAe6cG9J,73,6C1ohJrd5VydigQtaGy5Wa,68,"['boston hip hop', 'hip hop', 'pop rap', 'rap']",2128751
Colby Acuff,If I Were the Devil,3lsWwQnDg99gtni4g5V0UG,70,2L9DVKDXY3W8uRl5TwLbMC,52,['modern country pop'],97203
NLE Choppa,Final Warning,3LVcKphzONOdQ2EATazlZq,72,0ErzCpIMyLcjPiwT4elrtZ,78,"['memphis hip hop', 'rap']",7274165
The Weeknd,Pray For Me,6huNf4dutXRjJyGn7f5BPS,81,1Xyo4u8uXC1ZmMpatF05PJ,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",76309852
The Kid LAROI,GO (feat. Juice WRLD),4lH5L59hPQGr05aJyb2Q2E,73,2tIP7SsRs7vjIcLrU85W8J,80,['australian hip hop'],4982947
Matt Sassari,Give It To Me - Full Vocal Mix,5ZduaRci3iNUiDfJbBfAaf,84,21dVknSLCsK37cWozWDZZS,64,"['french tech house', 'french techno', 'tech house']",58147
Olivia Rodrigo,hope ur ok,1zejeOnykpCoyVSit6Bwp3,76,1McMsnEElThX1knmY4oliG,87,['pop'],31086285
Giveon,All To Me,5JycxhApZmzbA4xSwvqh6k,74,4fxd5Ee7UefO4CUXgwJ7IP,75,['r&b'],3399340
Lil Durk,Broadway Girls (feat. Morgan Wallen),3DZ8dbKg4OTSSqGARvecYd,71,3hcs9uc56yIGFCSy9leWe7,81,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",6748937
CORPSE,HOT DEMON B!TCHES NEAR U ! ! !,7v4pPS4A7NgY7bxFA3Etv3,73,7yntSJ6uojO3z6GFUVwhAW,65,['pov: indie'],2347479
Baby Keem,lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0,74,5SXuuuRpukkTvsLuUknva1,77,"['hip hop', 'rap']",1939858
siouxxie sixxsta,masquerade,0RYHqnmtNRfbYxP6Dn8Vse,75,0OO76E5lRfeyBI3fkA73Dr,56,"['glitchcore', 'hyperpop', 'scenecore', 'sped up']",209341
Gera MX,Botella Tras Botella,2MnLkFqY9Rpg9s3Zv6ZJdK,80,2hejA1Dkf8v8R0koF44FvW,74,"['mexican hip hop', 'rap conciencia']",4614078
Bailey Zimmerman,Never Comin' Home,4hEA25qUMn3camHI87UhiI,70,3win9vGIxFfBRag9S63wwf,73,"['contemporary country', 'modern country pop']",822535
Relaxed Minds,Rumore Bianco,6FrJELq39kHa0lllsUgyS4,75,0AuDQR88HtZsQXLnbq007R,54,"['ocean', 'water', 'white noise']",4943
Sodikken,Misery Meat,7EZWdBiXeyqE0digwKa3k0,73,1MUV2xrrCkG9mhZyVUDGEy,55,"['otacore', 'pixel', 'pov: indie']",269981
The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,83,1Xyo4u8uXC1ZmMpatF05PJ,93,"['canadian contemporary r&b', 'canadian pop', 'pop']",76309852
Grupo Firme,Ya Supérame (En Vivo),6HIIuuUIEzH1meVdGbMXyf,77,1dKdetem2xEmjgvyymzytS,79,"['musica mexicana', 'norteno', 'sierreno']",11626151
Rebzyyx,all I want is you,7lOvJBqH38ZY59eLU7bioq,76,6FfFBKjNgYYhHBiot04z1I,62,[],77597
LeeHi,ONLY,6TBJkXHPhu3EsMk1bshwuI,80,7cVZApDoQZpS447nHTsNqu,65,['k-pop'],1650880
Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",7ACW7VpgoKmfM1sKo15UhX,71,0Njy6yR9LykNKYg9yE23QN,67,"['florida drill', 'florida rap', 'southern hip hop']",942284
OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B,80,5Pwc4xIPtQLFEnJriah9YJ,81,"['piano rock', 'pop']",16584990
Taylor Swift,willow,2gVhfX2Gy1T9kDuS9azrF7,74,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Young Thug,Bubbly (with Drake & Travis Scott),4KDNRh9Oor80z3XIxdWlui,72,50co4Is1HCEo8bhOyUWKpn,82,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",9293759
Taylor Swift,‘tis the damn season,6sQckd3Z8NPxVVKUnavY1F,74,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
DVRST,Close Eyes,3CLSHJv5aUROAN2vfOyCOh,80,0XFgyr4jwM0MGeZZW0VzA5,66,"['chill phonk', 'drift phonk']",428882
Taylor Swift,tolerate it,6lCvK2AR2uOKkVFCVlAzzm,74,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Black Gryph0n,Insane,5flerg6aEao2VayZezVlgu,76,4ET82ZtSfAK4utfjDauImD,62,['otacore'],134519
Laufey,I Wish You Love,5zHLswJplBXyPstFSSMIOH,74,7gW0r5CkdEUMm42w9XpyZO,79,['gen z singer-songwriter'],2452676
Dierks Bentley,Beers On Me,19ZzEzb4BVK1wVO4brrmZz,70,7x8nK0m0cP2ksQf0mjWdPS,65,"['contemporary country', 'country', 'country road', 'modern country rock']",3074869
Emile Mosseri,Jacob and the Stone,2nltARCkZyrzjQANViDpuX,75,0BNz24TKUn8Ov1ApFkLzA1,57,[],44876
Morgan Wallen,Bandaid On A Bullet Hole,1RvoRAL612adAVrPUoAMHR,70,4oUHIQIBe0LHzYfvXNW4QM,85,['contemporary country'],7951705
Sturgill Simpson,Sam,1kKDVYavcoEH5N6R6ezM6T,70,3vDpQbGnzRbRVirXlfQagB,63,"['alternative americana', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country']",807952
Sleepy Hallow,Basketball Dreams (Intro),0TYq1cxJXPGGjO0bYHDH2L,72,6EPlBSH2RSiettczlz7ihV,74,"['brooklyn drill', 'nyc rap']",1691472
Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,80,7jVv8c5Fj3E9VhNjxT4snq,75,['lgbtq+ hip hop'],12469145
Matt Maltese,Everyone Adores You (at least I do),6klFWv2xDGeTDoiKTtx4hg,73,12j6dJrPXanCBwY599pZxf,66,"['indie anthem-folk', 'indie pop', 'pov: indie']",465237
AJR,World's Smallest Violin,2GujK1FWxxOZ118PaWNgbZ,68,6s22t5Y3prQHyaHWUN1R1C,73,['pov: indie'],3154479
Taylor Swift,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,75,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Tai Verdes,AOK,1sx0XsWUusUoPstbvokZjP,74,2kCO8LXN1usaOPL3iEE28I,63,"['modern indie pop', 'singer-songwriter pop']",779875
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),09gysnJpfQ3ublBmJDfcEC,77,21UPYSRWFKwtqvSAnFnSvS,66,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",278329
EKKSTACY,i walk this earth all by myself,6oofvZ4K8vBHnCT1oKERcd,75,0ynzbXwyCzxicMKHBoOkSH,62,[],219671
Post Malone,Motley Crew,40uMIn2zJLAQhNXghRjBed,75,246dkjvS1zLTtiykXe5h60,87,"['dfw rap', 'melodic rap', 'pop', 'rap']",43027881
Mike Sherm,Baby,0JpexR4X82horswlU2LFsq,68,3tqosLbNFNekyZyO2KJ6qd,64,['cali rap'],488076
Gatlin,What If I Love You,4i4WsUvJEgB4V6AyONAJe8,74,1KGcdM5KxCVydaHe29QAj9,54,['modern alternative pop'],56996
Jessica Darrow,Surface Pressure,760jhRscwGbIIe1m1IIQpU,73,4vdAAzZBUKbsrvHi6UR7B7,53,['movie tunes'],20107
X.L.T,Dreams & Calmness,295uck3ky42Qj4rxbISGG5,74,5XmANDHn1nUVL3rVyohz9t,55,"['rain', 'white noise']",178
$uicideboy$,5 Grand at 8 to 1,1RSjxBz03F6vEqoHT9jWBa,69,1VPmR4DJC1PlOtd0IADAO0,84,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",6486691
Lainey Wilson,Dirty Looks,45EwtYrnqJH3AH2bFpEOC6,69,6tPHARSq45lQ8BSALCfkFC,69,"['contemporary country', 'modern country pop']",446625
Drake,Get Along Better,5ScbulRnixQ2XAdvrPMFjz,72,3TVXtAsR1Inumwj472S9r4,96,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83173873
Baby Keem,vent,1ITpqT1kDATCtMBwOK7sYn,71,5SXuuuRpukkTvsLuUknva1,77,"['hip hop', 'rap']",1939858
Teddy Swims,Silent Night,1rRb8IFx7OYqlZnt6ag7cP,72,33qOK5uJ8AR2xuQQAhHump,73,[],1066338
Nardo Wick,Wicked Freestyle,4xl69qYIDxUIACXSeRkXOY,69,0Njy6yR9LykNKYg9yE23QN,67,"['florida drill', 'florida rap', 'southern hip hop']",942284
Yung Bleu,You're Mines Still (feat. Drake),6tiKwZppNjrls8RsPQwK6r,73,3KNIG74xSTc3dj0TRy7pGX,62,"['alabama rap', 'trap']",1454414
42 Dugg,Bestfriends,2FBXdFBzEqz29fEtn2zp07,69,45gHcnDnMC15sgx3VL7ROG,70,"['detroit trap', 'southern hip hop', 'trap']",961348
Sleep Token,Alkaline,0B4YX3OMtZSmPm9KpiZKl2,72,2n2RSaZqBuUUukhbLlpnE6,71,['prog metal'],846121
Noah Kahan,Part of Me,1o5WgxPWvoVgo20DQItKOE,71,2RQXRUsr4IW1f3mKyKsy4B,84,['pov: indie'],1796569
Taylor Swift,it’s time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Drip-Drop,Cozy Thunder And Rain - Seamless,2QtHxdxJ5Dc2eVHEfPA079,72,0iDx4sYtJ0FfXi5tdGGXTA,55,['rain'],617
Taylor Swift,I Knew You Were Trouble (Taylor's Version),6tNSmBKSjFV1366ASuULfZ,76,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Nardo Wick,Me or Sum (feat. Future & Lil Baby),2HHLfzE7PkljuqyYU4vwmh,69,0Njy6yR9LykNKYg9yE23QN,67,"['florida drill', 'florida rap', 'southern hip hop']",942284
KANKAN,Wokeup,3jM9VzF2d1AMUyTD8sTmPu,71,7tFehEdzjjoeiwUExR89qs,60,"['pluggnb', 'rage rap']",313717
Big Red Machine,Renegade,73W5aXorr5vxrySFcoZqIN,74,7gXy60xRcwYujBFoYHnR2O,54,"['eau claire indie', 'folktronica']",151425
El Fantasma,El Bélico,50pkO56KXHoH53sVPRSbZ3,75,0my6Pg4I28dVcZLSpAkqhv,72,"['banda', 'corrido', 'musica mexicana', 'norteno']",6044120
DDG,Moonwalking in Calabasas (feat. Blueface) - Remix,73xjJ1TIE6WP3HNKczQE4F,73,0WK3H9OErSn5zKOkOV5egm,62,['pop rap'],1211899
Doja Cat,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,78,5cj0lLjcoR7YOSnhnX0Po5,87,"['dance pop', 'pop']",27823181
Corey Kent,Gold,2nHbpIkZ4mrOQKiU66S5Mc,69,3sUpZrkehiGBaMzs2h9Mmc,63,"['modern country pop', 'texas country']",118570
KAROL G,EL BARCO,0MT6qJd7wKlWjH7tP7oWHi,80,790FomKkXshlbRYZFtlgla,89,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",42731016
ERNEST,Flower Shops (feat. Morgan Wallen),2ccuOtUjIyx3tPcsnpeBzJ,69,4GGfAshSkqoxpZdoaHm7ky,65,['modern country pop'],112264
Luci4,Dead n Gone,2vyAxGW8KhJV1C4rGRCwco,72,1CbA4z6JauNQnHzOErDQL6,60,"['sigilkore', 'sped up']",274556
Los Gemelos De Sinaloa,Si Me Ven,5SkLd0qWWqYtv3Ry0dIyIh,73,1Zkxm1dM3HI3QkTmxUEVQA,65,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",699886
Taylor Swift,Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
White Noise Radiance,"Rain Sounds for Sleeping, Pt. 01 (Continuous No Gaps)",0TBaQaNdTsZ8lpMyNBn8t3,72,0QUBaF6Rtta4TTmxYYfzux,77,['shush'],7319
Eslabon Armado,Regresa Mami,7bGwqRNetDyNOFDWJN8gvm,71,0XeEobZplHxzM9QzFQWLiR,78,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",5100880
Ashnikko,Slumber Party (feat. Princess Nokia),11ZulcYY4lowvcQm4oe3VJ,74,3PyJHH2wyfQK3WZrk9rpmP,68,"['alt z', 'escape room']",2139471
Memo Boy,Insomniac,2klj0StczYde6WUHBJo5F6,72,2jwC7uml6QVgLBfx1Hbtek,56,['weirdcore'],241065
Parker McCollum,Pretty Heart,7nINhyXn6uwUkYLY5KQH0K,68,0Z8XVUAOBPM4x12wKnFHEQ,65,"['classic texas country', 'texas country']",394473
ENHYPEN,Drunk-Dazed,1wcr8DjnN59Awev8nnKpQ4,77,5t5FqBwTcgKTaWmfEbwQY9,77,"['anime', 'k-pop boy group']",7327179
Ryan Castro,Malory,4T18CIOag4LfuqqfzyBQmw,79,7j6DKwmjbxvpQO8h914uEz,78,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']",2078944
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j,74,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Pure Relaxing Vibes,Heavy Thunderstorm,3UdClX9rDMiYUOIl6JWaRo,71,4XdPbkEAdTU7KDmfOCIakS,67,['rain'],11722
Los Del Limit,Amor Fugaz,4O2bxKTnK9En7OPw8kGDDF,74,4pQxRQ2bUyVpk89wzztCLw,59,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",802164
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,79,53XhwfbYqKCa1cC15pYq2q,85,"['modern rock', 'pop', 'rock']",51453123
Kanye West,Off The Grid,6LNoArVBBVZzUTUiAX2aKO,74,5K4W6rqBFWDnAN6FQUkS6x,90,"['chicago rap', 'hip hop', 'rap']",22720443
KAROL G,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,79,790FomKkXshlbRYZFtlgla,89,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",42731016
Bo Burnham,Look Who’s Inside Again,0lZZ8pibk6Zu3M9hTthk1a,72,2Waw2sSbqvAwK8NwACNjVo,66,"['comic', 'pov: indie']",1815464
That Mexican OT,La Cobra,5OW5ozTTkRJEqJj7UZfAQc,68,3BAgmPNIK5IJl7zMK1wvMA,68,['texas latin rap'],483630
The Kid LAROI,SO DONE,5YnxnTS89l3FElIwfIAeSs,73,2tIP7SsRs7vjIcLrU85W8J,80,['australian hip hop'],4982947
Rauw Alejandro,Cúrame,1FlL8ycld6uVDDyhV7P5FA,79,1mcTU81TzQhprhouKaTkpq,86,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",19901196
David Lopez,Ain´t Good,2mUUsFC83rqc1FpexwCpiS,67,293KGMp3aKVQ5JmyVt8VIb,46,['guaracha'],7849
John Mayer,New Light,4T6FWA703h6H7zk1FoSARw,76,0hEurMDQu99nJRq8pTxO14,75,"['neo mellow', 'singer-songwriter']",5959526
Megan Thee Stallion,Megan's Piano,4HyVMzg0sUQsdOxRvSO8Ka,69,181bsRPaVXVlUKXrxwZfHK,76,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",8298758
Maroon 5,Payphone,1LmN9SSHISbtp9LoaR5ZVJ,69,04gDigrS5kc9YWfZHwBETP,83,['pop'],41693619
Juice WRLD,Bad Boy (with Young Thug),43CIWpJaJHRcI4mUSjqgc2,71,4MCBfE4596Uoi2O4DtmEMz,86,"['chicago rap', 'melodic rap', 'rap']",31829750
Sam Barber,Run Away High,58XuhoLGFJCqpD5EOPif3f,69,08GfvCW09pv2QP4y9sle2a,65,['modern country pop'],236978
Lyn Lapid,In My Mind,2W779g2UrRZtVdf3FcEOO1,73,4pfy05cNNTacuOQ6SiSu4v,61,['gen z singer-songwriter'],584024
Sonder,Nobody But You,6VFKuuqSbA1GpMEosUgTwQ,73,2ICR2m4hOBPhaYiZB3rnLW,69,['experimental r&b'],905458
$uicideboy$,The Number You Have Dialed Is Not in Service,4gAtj23mqTx5pjfkzVaXhh,69,1VPmR4DJC1PlOtd0IADAO0,84,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",6486691
Kanye West,Hurricane,6Hfu9sc7jvv6coyy2LlzBF,73,5K4W6rqBFWDnAN6FQUkS6x,90,"['chicago rap', 'hip hop', 'rap']",22720443
JP Saxe,If the World Was Ending (feat. Julia Michaels),77MdvMx9L4ZQuLhhn3o21h,77,66W9LaWS0DPdL7Sz8iYGYe,65,"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",479235
Chase Matthew,Pull Up,7sGULdccMGSggXDq7ZjT3w,69,7HTLVyjNf0VRxfIgNcfRRH,62,['modern country pop'],201270
Polo G,Bad Man (Smooth Criminal),62l3NSQPUxvcwwzKUmysrE,70,6AgTAQt8XS6jRWi4sX7w49,80,"['chicago rap', 'rap']",10554297
Thomas Rhett,What’s Your Country Song,4oR2cCQGs0Yt0Mgr2diV6V,70,6x2LnllRG5uGarZMsD4iO8,70,"['contemporary country', 'country', 'country road', 'modern country rock']",4665613
Sonny Magic Trio,The Chipmunk Song,0fQOIeqzT092q2p8wDDBYl,71,5UBpgvMO0TGIUiuD69RAP3,51,[],88
Ken Carson,Rock N Roll,7sdHMJvhKib3ReVPsZFbrf,71,3gBZUcNeVumkeeJ19CY2sX,76,['rage rap'],956177
Dan + Shay,Officially Christmas,2Z0htiPiNK8IiJDYTD51hr,71,7z5WFjZAIYejWy0NI5lv4T,71,"['contemporary country', 'country', 'country road']",3101223
LISA,MONEY,7hU3IHwjX150XLoTVmjD0q,78,5L1lO4eRHmJ7a0Q6csE5cT,70,['k-pop'],5935485
Taylor Swift,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,73,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Taylor Swift,gold rush,3Dby3p1m6IOZn2gIIqECgK,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Ashnikko,Daisy,2g1KggY9PKvsoEAOaiz4xx,72,3PyJHH2wyfQK3WZrk9rpmP,68,"['alt z', 'escape room']",2139471
Yeat,Dëserve it,7bxl3cZJ8n5Pg8BwMuqSwr,71,3qiHUAX7zY4Qnjx8TNUzVx,82,"['pluggnb', 'rage rap']",3789597
Halsey,Could Have Been Me,16nCYYc1lCxCyvaR1lgo0i,73,26VFTg2z8YR0cCuwLzESi2,79,"['electropop', 'etherpop', 'indie poptimism', 'pop']",21246090
Atlus,You're a Fucking Bitch Hope You Know That Shit,06q3sUgkq2k7uhdsi1fczX,69,7pEVNuJRlpDXlsrcq32yHp,57,['modern country pop'],132123
Taylor Swift,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
Rebzyyx,I'm so crazy for youuu </3,3uKqnQ0dGBcpovf9lV2nqg,73,6FfFBKjNgYYhHBiot04z1I,62,[],77597
Tems,Found (feat. Brent Faiyaz),0GGfGINoVYiSFXPOjg3RHj,71,687cZJR45JO7jhk1LHIbgq,73,"['afro r&b', 'alte', 'nigerian pop']",1385891
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),31CdkzHnMbvJuKZvtCQfR6,75,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
late night drive home,Stress Relief,7xLfmCx9jcZNgzlIK7NupN,70,1muzcpVFKmKSrT7rVNAwBB,52,['pov: indie'],123043
GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,80,2VSHKHBTiXWplO8lxcnUC9,63,['modern alternative pop'],602360
Masked Wolf,Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,76,1uU7g3DNSbsu0QjSEqZtEd,63,['australian hip hop'],702142
Laufey,Like the Movies,1hUXDEqjNIIbfjTcaz3jzb,72,7gW0r5CkdEUMm42w9XpyZO,79,['gen z singer-songwriter'],2452676
Kelly Clarkson,Under The Mistletoe - Bonus Track,2CYnG4UCBBEKIiux3S0jBU,72,3BmGtnKgCSGYIUhmivXKWX,81,"['dance pop', 'pop', 'talent show']",10295637
Eslabon Armado,Cuando Tú Me Miras,5kItv0UayV5g4Xs9FMshDR,70,0XeEobZplHxzM9QzFQWLiR,78,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",5100880
Edgardo Nuñez,El Ruddy,0vNtFN67TIMgDokyyuUUwA,74,0mA4dkNGiN4fqTBi2SLlAv,71,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",1215424
Taylor Swift,evermore (feat. Bon Iver),6Wlq9rqkxrqj5Kls4Kw14H,72,06HL4z0CvFAxyc27GXpf02,100,['pop'],96509805
El Fantasma,Soy Buen Amigo,1Z0auW1yEy6Dq9hsRdeIV3,74,0my6Pg4I28dVcZLSpAkqhv,72,"['banda', 'corrido', 'musica mexicana', 'norteno']",6044120
Chance Peña,War,1MQLdI6RONvfjEz4K6ZRXp,73,4lhUHpVOXmkEBGGHV71QCh,70,['singer-songwriter pop'],228060
Giveon,Stuck On You,3LBM25IgxI9y549SiYxtSi,73,4fxd5Ee7UefO4CUXgwJ7IP,75,['r&b'],3399340
